timestamp,resultid,vote_count
2026-04-16T06:03:52.070Z,A0229,0
2026-04-16T06:03:52.070Z,S0003,0
2026-04-16T06:03:52.070Z,A0322,0
2026-04-16T06:03:52.070Z,C0206,0
2026-04-16T06:03:52.070Z,S0203,0
2026-04-16T06:03:52.070Z,C0319,0
2026-04-16T06:03:52.070Z,A0011,16
2026-04-16T06:03:52.070Z,C0210,0
2026-04-16T06:03:52.070Z,S0135,1
2026-04-16T06:03:52.070Z,C0257,0
2026-04-16T06:03:52.070Z,C0186,16
2026-04-16T06:03:52.070Z,C0094,0
2026-04-16T06:03:52.070Z,C0098,0
2026-04-16T06:03:52.070Z,A0265,0
2026-04-16T06:03:52.070Z,T0052,0
2026-04-16T06:03:52.070Z,A0029,0
2026-04-16T06:03:52.070Z,A0115,0
2026-04-16T06:03:52.070Z,B0009,0
2026-04-16T06:03:52.070Z,C0152,0
2026-04-16T06:03:52.070Z,C0215,0
2026-04-16T06:03:52.070Z,C0106,0
2026-04-16T06:03:52.070Z,A0176,0
2026-04-16T06:03:52.070Z,S0033,0
2026-04-16T06:03:52.070Z,C0123,0
2026-04-16T06:03:52.070Z,C0304,0
2026-04-16T06:03:52.070Z,S0090,0
2026-04-16T06:03:52.070Z,C0191,7
2026-04-16T06:03:52.070Z,S0178,0
2026-04-16T06:03:52.070Z,B0169,1
2026-04-16T06:03:52.070Z,C0247,0
2026-04-16T06:03:52.070Z,A0202,0
2026-04-16T06:03:52.070Z,B0141,0
2026-04-16T06:03:52.070Z,A0234,0
2026-04-16T06:03:52.070Z,S0154,0
2026-04-16T06:03:52.070Z,C0097,0
2026-04-16T06:03:52.070Z,A0323,3
2026-04-16T06:03:52.070Z,C0208,0
2026-04-16T06:03:52.070Z,A0191,0
2026-04-16T06:03:52.070Z,S0186,0
2026-04-16T06:03:52.070Z,C0321,0
2026-04-16T06:03:52.070Z,C0100,0
2026-04-16T06:03:52.070Z,S0214,0
2026-04-16T06:03:52.070Z,C0092,0
2026-04-16T06:03:52.070Z,D0020,0
2026-04-16T06:03:52.070Z,A0212,0
2026-04-16T06:03:52.070Z,S0086,0
2026-04-16T06:03:52.070Z,B0105,1
2026-04-16T06:03:52.070Z,S0060,0
2026-04-16T06:03:52.070Z,B0027,0
2026-04-16T06:03:52.070Z,A0152,0
2026-04-16T06:03:52.070Z,S0046,0
2026-04-16T06:03:52.070Z,C0220,68
2026-04-16T06:03:52.070Z,T0024,0
2026-04-16T06:03:52.070Z,C0040,0
2026-04-16T06:03:52.070Z,B0147,0
2026-04-16T06:03:52.070Z,A0118,0
2026-04-16T06:03:52.070Z,S0140,0
2026-04-16T06:03:52.070Z,A0108,0
2026-04-16T06:03:52.070Z,S0013,0
2026-04-16T06:03:52.070Z,B0077,0
2026-04-16T06:03:52.070Z,A0144,0
2026-04-16T06:03:52.070Z,C0285,0
2026-04-16T06:03:52.070Z,B0164,0
